CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,Doses (uM),Activity Data (median),Activity SD,Num Data,FitType,EC50 (uM),IC50 (uM),Amax,ActArea
NCIH727_LUNG,NCI-H727,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","7.84,11.0,15.0,2.62,-5.4,-13,-50,-76",".53,28.4,26.8,21.7,15.6,21.3,44.5,40.5",8,Sigmoid,1.50955832,1.014342308,-103.4415741,1.3035
NCIH747_LARGE_INTESTINE,NCI-H747,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,-7.5,-3.9,-4.0,-16,-1.1,-39,-74","38.2,18.1,11.2,26.1,8.96,3.26,2.72,.68",8,Sigmoid,2.549165726,2.882367373,-73.72208405,1.5524
NCIH810_LUNG,NCI-H810,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.7,-3.9,3.06,-.080,-18,-20,-37,-61","1.76,4.12,9.96,18.1,9.01,19.0,2.55,22.9",8,Sigmoid,9.08217803,2.855264425,-72.08450317,1.3572
NCIN87_STOMACH,NCI-N87,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.7,5.69,10.7,-18,6.05,-16,-10,-48","2.73,44.2,12.9,16.8,.23,56.4,10.2,19.8",8,Constant,NA,8,-3.427417755,0.8738
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCO2,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","23.9,16.1,13.0,-17,-3.8,15.8,-25,-67","6.68,4.76,20.0,37.7,3.62,58.1,38.0,1.78",8,Linear,NA,1.640427891,-67.85716248,1.2927
NIHOVCAR3_OVARY,NIH:OVCAR-3,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.2,6.25,7.73,16.6,17.4,-56,-5.0,-42","24.9,16.8,15.8,40.4,10.4,21.3,1.28,.17",8,Constant,NA,8,-4.558862209,0.9727
NUGC3_STOMACH,NUGC-3,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.2,2.57,-11,.11,-6.7,-24,-29,-36","4.13,9.70,.35,.30,7.94,3.99,.078,14.0",8,Sigmoid,0.57022953,8,-30.85124779,1.0673
NUGC4_STOMACH,NUGC-4,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8",".28,7.21,-3.4,5.37,-11,-19,-30,-40","3.12,1.35,9.02,13.3,17.6,.12,.50,6.65",8,Sigmoid,1.094538808,8,-39.46828079,1.0295
OC314_OVARY,OC 314,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","1.14,-.37,1.46,-5.4,-8.3,-13,-12,-16",".74,3.92,.33,3.83,2.13,.14,3.87,2.62",8,Constant,NA,8,-7.39989233,0.3713
OC315_OVARY,OC 315,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.8,3.44,-1.8,-4.8,-1.8,-11,-3.9,-11","3.85,5.12,3.72,3.38,1.43,1.15,1.62,3.84",8,Constant,NA,8,-3.541310072,0.3778
OC316_OVARY,OC 316,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","5.41,1.61,1.74,-4.9,-10,-2.8,-4.9,-17","9.12,1.19,1.63,6.28,4.95,2.39,4.60,3.12",8,Constant,NA,8,-1.520752549,0.394
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-AML2,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-10,-1.1,-6.5,-2.9,-15,-19,-37,-47","5.34,6.10,6.36,8.25,.66,5.40,3.01,13.0",8,Sigmoid,1.54248333,8,-47.39785385,1.1281
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-AML5,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","19.8,13.0,10.1,3.86,-22,-43,-57,-65","30.7,5.06,6.09,16.2,.46,.20,5.59,6.46",8,Sigmoid,0.332570136,1.238248587,-63.92795563,2.3013
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-LY10,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","14.6,-12,-.60,-11,-9.6,-1.1,-1.00,-17","12.3,15.0,4.79,15.2,15.2,.47,6.92,4.78",8,Constant,NA,8,-1.876023054,0.00972
OCUM1_STOMACH,OCUM-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-.27,16.7,26.7,-9.5,23.2,-19,-23,-26","6.08,1.45,13.0,1.57,3.03,3.10,.075,7.70",8,Sigmoid,0.562681615,8,-24.41511726,0.5085
OE21_OESOPHAGUS,OE21,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","5.28,12.8,5.93,8.25,-3.1,-41,-18,-94","3.64,20.2,6.18,3.48,19.3,61.0,20.0,1.75",8,Sigmoid,9.390839403,3.488161087,-89.36328125,1.3307
OE33_OESOPHAGUS,OE33,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.4,-3.5,-1.6,3.54,-3.1,-10,-10,-80","11.4,13.8,8.03,12.7,1.67,15.0,5.86,9.75",8,Sigmoid,7.595295906,5.732457638,-79.63150024,0.887
ONCODG1_OVARY,ONCO-DG-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","5.90,7.44,5.45,-3.8,-21,-12,-22,-42","7.03,10.8,4.20,19.0,14.5,4.13,13.5,6.28",8,Sigmoid,8.798456389,8,-38.84788513,0.6896
ONS76_CENTRAL_NERVOUS_SYSTEM,ONS-76,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.4,-2.1,4.53,-4.8,-9.5,-3.5,-9.4,-16","0,0,0,0,0,0,0,0",8,Constant,NA,8,-4.147607327,0.2968
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OPM-2,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","27.8,32.2,-8.1,-6.0,.18,27.4,-20,-26","9.23,9.33,.42,6.76,34.2,16.5,3.73,4.68",8,Sigmoid,0.019772159,8,-18.8087616,0.9333
OV90_OVARY,OV-90,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.8,6.79,6.05,16.5,-10,-5.7,-25,-63",".052,7.33,1.60,7.66,9.30,5.59,11.1,3.01",8,Sigmoid,8.159530303,5.757698536,-62.79099274,0.8462
OVCAR4_OVARY,OVCAR-4,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.1,19.9,.55,2.93,-2.1,-.56,-15,-24","1.14,1.87,2.22,3.63,.013,6.26,4.21,5.85",8,Sigmoid,2.336839914,8,-23.77567482,0.3216
OVCAR8_OVARY,OVCAR-8,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","4.22,11.5,11.5,13.6,11.2,6.87,-11,-51","8.87,22.7,9.01,28.5,22.3,29.6,11.0,19.9",8,Linear,NA,6.789673858,-51.13063431,0.6409
OVMANA_OVARY,OVMANA,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-.36,-7.5,-3.5,-17,-5.4,-18,-18,-61","4.48,11.3,3.55,2.26,2.07,.52,5.58,11.7",8,Sigmoid,8.445362825,6.485648155,-60.80018616,1.0259
OVSAHO_OVARY,OVSAHO,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","9.22,2.65,-6.1,-11,-1.2,-6.7,-10,-48","2.03,9.38,7.43,19.4,.37,18.8,.23,2.73",8,Sigmoid,7.162042141,8,-48.15799332,0.4298
OVTOKO_OVARY,OVTOKO,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.0,.15,.023,.67,-6.9,-11,-14,-20","5.97,4.35,0,9.64,2.26,1.64,1.96,6.10",8,Constant,NA,8,-5.932073593,0.508
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P12-ICHIKAWA,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","5.24,3.59,18.7,28.8,-19,-10,-13,-51","2.51,10.3,5.68,4.69,2.29,6.03,5.14,1.47",8,Sigmoid,8.5336589,8,-48.98040771,1.1795
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31/FUJ,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","23.2,20.8,9.43,4.37,4.74,-7.5,-9.1,-38","4.55,13.1,18.9,3.60,21.9,6.47,1.32,4.22",8,Sigmoid,8.53997932,8,-33.79693604,0.7637
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P3HR-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","5.83,15.7,-12,7.91,-10,-22,-6.0,-25",".11,4.74,7.93,4.64,2.37,21.3,3.98,.67",8,Constant,NA,8,-7.556533813,0.6726
PANC0203_PANCREAS,Panc 02.03,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","4.93,-4.3,-3.7,-5.7,-4.9,-35,-48,-81","4.26,6.85,4.53,9.53,9.30,9.78,3.09,3.92",8,Sigmoid,8.140012498,2.612711668,-80.33789825,1.5713
PANC0327_PANCREAS,Panc 03.27,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","1.99,-9.9,9.71,-7.3,2.99,-12,-9.4,-43","11.3,23.0,5.86,13.8,16.5,3.78,8.43,16.4",8,Sigmoid,8.415864716,8,-41.98899078,0.6478
PANC0403_PANCREAS,Panc 04.03,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.7,13.7,13.5,-8.0,-11,-31,-31,-69","17.0,4.61,14.7,20.0,20.0,18.2,9.80,9.53",8,Sigmoid,8.203378268,4.073606968,-65.92168427,0.7045
PANC1005_PANCREAS,Panc 10.05,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.3,2.92,.25,9.91,12.8,-18,-28,-57","27.2,4.77,8.84,12.6,4.42,7.29,7.06,5.07",8,Sigmoid,3.364497185,5.787849903,-56.63583374,1.0935
PATU8902_PANCREAS,PA-TU-8902,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","2.76,-.15,.92,-7.7,-12,-17,-47,-78","1.97,1.22,4.65,1.33,1.37,3.65,3.19,3.61",8,Sigmoid,8.064071327,3.122636318,-78.21244812,1.3212
PC14_LUNG,PC-14,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.7,.99,-5.8,-8.1,-17,-16,-43,-98","2.63,.92,4.84,2.19,7.36,.035,10.0,1.20",8,Sigmoid,9.002650836,3.168638706,-97.88244629,1.5768
PC3_PROSTATE,PC-3,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","2.65,9.33,2.98,-9.6,3.33,-19,-6.4,-43",".095,5.65,12.7,7.17,16.8,8.47,12.1,2.98",8,Sigmoid,8.930365072,8,-40.1668396,0.4745
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Pfeiffer,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","11.6,2.23,.31,11.1,-2.3,13.3,-13,-65","34.2,.97,1.06,1.79,16.2,22.3,22.8,8.49",8,Sigmoid,3.208964109,4.087836742,-64.9564743,0.7562
PK1_PANCREAS,PK-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.2,.36,-3.1,1.20,-5.5,-9.2,-14,-59","4.67,4.25,1.86,.26,3.47,1.94,7.45,2.72",8,Sigmoid,8.556669179,6.92267704,-58.77388382,0.6571
PK45H_PANCREAS,PK-45H,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","5.15,9.61,-3.6,-5.0,-15,-10,-32,-67","3.08,6.69,7.27,.45,2.96,6.36,14.4,5.44",8,Sigmoid,8.673428999,4.884536743,-65.80472565,1.175
PK59_PANCREAS,PK-59,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","2.48,.42,.82,-1.2,-4.7,-11,-24,-57",".62,5.16,4.39,.57,.28,1.02,1.48,9.60",8,Sigmoid,8.926792127,6.614031792,-57.04862213,0.8059
PL45_PANCREAS,PL45,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","10.3,.43,9.25,-7.8,8.21,-4.7,-22,-58","9.03,26.0,26.9,6.21,19.7,24.9,3.23,3.60",8,Sigmoid,7.679707527,6.320603371,-58.43079376,0.7401
PLCPRF5_LIVER,PLC/PRF/5,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8",".24,3.75,-16,9.56,2.63,6.48,-20,-48","6.02,18.3,16.0,16.6,.72,15.3,12.5,26.0",8,Sigmoid,2.6692729,8,-47.98287964,0.6843
PSN1_PANCREAS,PSN1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8",".050,6.24,.50,7.14,-3.6,-7.8,-13,-39","2.84,7.14,2.22,7.65,3.68,1.83,6.55,.41",8,Sigmoid,8.541900163,8,-38.61748505,0.5187
QGP1_PANCREAS,QGP-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.6,1.67,15.8,-4.3,-4.2,-16,-53,-65","17.1,7.90,17.5,7.96,4.81,16.0,20.2,4.00",8,Sigmoid,1.361785054,2.374111414,-65.15600586,1.5339
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Raji,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","34.0,-2.0,7.22,17.2,2.34,-7.5,-20,-25","70.9,28.0,9.55,7.75,5.58,7.76,8.30,10.6",8,Constant,NA,8,-1.861699462,0.4082
RD_SOFT_TISSUE,RD,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.1,14.0,9.73,9.13,-7.4,-25,-46,-80","8.81,18.7,3.85,4.60,.25,7.13,1.64,19.6",8,Sigmoid,1.351771235,2.800314665,-65.40039063,1.6448
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Reh,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","6.30,8.84,1.16,16.6,-.43,.93,-29,-61",".69,1.69,6.48,2.17,10.1,5.51,9.95,4.58",8,Sigmoid,2.624166965,4.657880306,-61.06389999,0.8788
RERFGC1B_STOMACH,RERF-GC-1B,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","13.1,-.98,7.38,-6.7,-1.7,-19,-66,-87","17.9,9.89,17.5,10.1,12.1,3.08,12.3,4.60",8,Sigmoid,1.530496478,1.708191752,-87.36345673,1.5338
RERFLCAI_LUNG,RERF-LC-AI,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","4.11,9.29,1.77,7.22,2.40,-7.2,-14,-56","2.83,1.19,3.44,5.52,3.74,4.50,3.35,1.55",8,Sigmoid,8.859516131,7.204105377,-55.11027527,0.675
RERFLCMS_LUNG,RERF-LC-MS,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","6.56,-2.0,-.91,-8.0,4.08,-10,-25,-32",".90,1.97,19.4,5.17,13.9,.85,1.65,20.0",8,Sigmoid,1.228227973,8,-30.86660767,0.4693
RKN_OVARY,RKN,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","1.16,-1.4,4.96,-9.4,-2.7,-7.6,-10,-34","1.14,3.05,4.40,6.50,.41,.12,1.36,.020",8,Sigmoid,8.696989691,8,-33.58337784,0.3677
RKO_LARGE_INTESTINE,RKO,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","10.8,1.60,-2.8,-3.4,-2.7,-15,-22,-64","9.15,21.8,8.67,14.7,18.6,15.6,14.9,7.24",8,Sigmoid,8.460856858,5.750892162,-62.66970825,0.8444
RL952_ENDOMETRIUM,RL95-2,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","8.36,12.2,12.2,8.72,-17,-23,-30,-62","3.39,4.60,9.51,11.0,2.57,5.19,9.16,3.30",8,Sigmoid,3.503829479,5.130570412,-58.9057045,1.2066
RPMI7951_SKIN,RPMI-7951,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.2,-3.9,-.0054,-5.3,1.50,-19,-7.0,-68","15.0,13.5,5.90,6.04,11.2,24.5,10.5,23.0",8,Sigmoid,8.116827979,6.750865459,-67.07975006,0.9825
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RPMI-8402,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","8.55,9.93,15.2,-4.4,-4.0,-30,-42,-85","15.0,12.0,3.63,2.23,3.42,8.18,9.81,5.12",8,Sigmoid,8.59025744,2.837511778,-84.53288269,1.8775
RT112_URINARY_TRACT,RT-112,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.4,8.87,-.56,11.0,-11,-49,-69,-95","12.4,13.9,4.54,8.46,3.70,2.92,2.43,2.45",8,Sigmoid,0.875965834,0.986451328,-91.62983704,2.1877
RT4_URINARY_TRACT,RT4,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","17.3,-4.4,32.5,26.5,16.0,-11,-22,-41","8.21,21.0,12.0,7.41,44.8,20.5,13.3,14.2",8,Linear,NA,8,-40.47572708,1.0211
RVH421_SKIN,RVH-421,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","8.00,-1.5,1.09,-2.9,-.40,-11,-14,-6.5",".80,1.93,3.97,1.31,2.81,8.73,13.7,8.03",8,Constant,NA,8,-2.127166748,0.329
SAOS2_BONE,Saos-2,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","3.87,-1.7,9.73,3.74,-16,-37,-49,-72","1.68,.39,.019,10.9,6.31,1.74,1.73,.62",8,Sigmoid,1.134354234,1.990697145,-70.21757507,1.8071
SBC5_LUNG,SBC-5,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","1.65,-2.3,.41,-4.4,-6.4,-16,-18,-76","2.31,19.5,5.69,18.7,.029,23.1,.81,14.6",8,Sigmoid,9.255597329,5.445501804,-75.43505096,0.6521
SCABER_URINARY_TRACT,SCaBER,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","9.65,3.97,6.46,3.48,7.13,-23,-22,-49","8.29,19.0,12.6,19.7,.92,11.9,7.52,9.75",8,Sigmoid,8.021984984,8,-47.94559097,1.0551
SCC9_UPPER_AERODIGESTIVE_TRACT,SCC-9,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","9.33,13.4,10.0,-.44,16.4,-.93,-32,-69","20.1,18.0,2.06,12.7,5.36,19.3,15.1,.085",8,Sigmoid,2.656579256,3.918442249,-68.90924072,1.2564
SF126_CENTRAL_NERVOUS_SYSTEM,SF126,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","7.05,4.01,.27,.47,1.12,1.21,-13,-84","1.55,.21,5.51,.92,8.91,12.1,3.02,11.1",8,Sigmoid,8.179425441,5.494321346,-83.90802002,0.9526
SF295_CENTRAL_NERVOUS_SYSTEM,SF-295,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","8.39,-.82,-.52,2.21,-9.4,-9.8,-19,-29","3.79,1.39,1.83,5.08,10.4,4.89,7.36,5.89",8,Sigmoid,8.7180599,8,-28.84347725,0.9258
SF8657,SF8657,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","3.39,-.043,-11,17.1,-11,-2.1,-20,-54","13.5,.60,5.40,4.57,10.8,3.86,2.73,9.15",8,Sigmoid,2.934088469,4.629204273,-54.4258194,0.6293
SH10TC_STOMACH,SH-10-TC,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,8.87,-.69,4.24,.91,.015,-12,-48",".58,4.70,2.75,10.5,7.09,3.31,6.95,7.27",8,Sigmoid,3.722835302,8,-48.08350372,0.4969
SHP77_LUNG,SHP-77,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","7.98,-3.6,-14,6.15,.90,11.6,-6.5,.68","16.4,1.42,2.11,5.93,5.37,16.0,4.07,8.74",8,Constant,NA,8,-2.645827055,0.1697
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SIG-M5,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","11.6,16.4,36.3,-3.0,-41,-47,-64,-89","38.9,13.0,.12,6.13,14.0,22.0,3.58,4.04",8,Sigmoid,0.226280317,0.645289063,-82.7363205,2.8203
SIMA_AUTONOMIC_GANGLIA,SIMA,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","14.3,-9.3,12.4,-16,-34,-63,-63,-83","14.3,27.2,7.56,9.37,25.4,2.61,1.45,17.4",8,Sigmoid,0.196079984,0.458457559,-75.88972473,2.8915
SJRH30_SOFT_TISSUE,SJRH30,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.3,5.50,1.98,1.15,-16,-23,-58,-95","11.3,.69,6.76,2.37,5.20,11.1,10.0,5.86",8,Sigmoid,6.815563202,2.002167225,-95.15821838,1.8406
SJSA1_BONE,SJSA-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","12.2,6.75,5.54,-13,-8.5,-18,-38,-69","41.1,1.37,10.2,19.7,14.7,.14,6.54,6.40",8,Sigmoid,8.22028189,4.113285542,-68.88520813,1.5288
SKBR3_BREAST,SK-BR-3,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","7.99,5.14,16.9,2.62,-1.6,-15,-16,-38","12.5,17.0,14.7,15.1,23.5,12.3,18.7,2.32",8,Sigmoid,8.079965246,8,-37.26241302,0.7471
SKCO1_LARGE_INTESTINE,SK-CO-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-.52,-2.1,7.27,.95,3.88,-27,-39,-53","10.3,17.5,11.1,2.41,.41,18.6,.51,11.6",8,Sigmoid,1.383304238,5.90115118,-51.68522263,1.1108
SKES1_BONE,SK-ES-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","16.5,1.80,-7.6,-4.7,2.94,-44,-66,-79","8.81,12.3,1.18,1.04,5.19,6.19,3.03,.36",8,Sigmoid,0.730307877,0.870741844,-72.47402954,1.9883
SKHEP1_LIVER,SK-HEP-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","1.03,12.8,-2.6,5.03,-6.8,-13,-21,-47","11.2,2.05,4.35,.49,8.13,5.79,2.25,6.65",8,Sigmoid,9.100974178,8,-46.35039139,0.8338
SKLMS1_SOFT_TISSUE,SK-LMS-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","21.4,10.6,11.3,-.33,-7.0,-25,-50,-98","9.02,2.78,17.8,12.2,2.05,4.73,1.78,1.14",8,Sigmoid,9.011777868,2.315295696,-97.1371994,1.8429
SKLU1_LUNG,SK-LU-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.7,-1.5,13.7,-2.2,-4.3,-18,-8.3,-54","16.4,1.99,15.3,22.3,3.52,6.65,4.09,2.93",8,Sigmoid,8.71225117,7.528018475,-53.36287689,1.1
SKMEL2_SKIN,SK-MEL-2,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8",".66,29.2,-2.7,19.5,-5.8,15.3,14.2,11.4","1.19,14.2,.54,1.40,9.71,11.3,22.2,45.5",8,Constant,NA,8,4.582285404,0.2356
SKMEL24_SKIN,SK-MEL-24,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8",".019,2.71,-4.9,-3.7,-6.3,-5.8,-25,-104","11.4,2.09,9.81,5.73,15.7,21.3,7.26,5.18",8,Sigmoid,8.607817433,4.403829575,-103.5450058,1.1943
SKMEL30_SKIN,SK-MEL-30,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","3.35,-7.9,-8.9,-4.6,-9.2,-17,-17,-93","20.5,6.12,16.1,7.79,12.7,11.4,15.5,2.04",8,Sigmoid,8.949413274,5.28609705,-92.59529114,0.4842
SKMEL31_SKIN,SK-MEL-31,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.6,1.07,4.50,19.0,-3.4,-5.0,-1.9,-97","15.4,1.60,7.24,11.8,10.9,21.1,7.99,.88",8,Sigmoid,7.404676437,5.749213696,-96.76348114,0.9608
SKMEL5_SKIN,SK-MEL-5,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,12.7,-22,-10,-21,-17,-35,-95","22.9,13.5,5.16,3.27,8.49,6.30,7.66,2.60",8,Sigmoid,9.162397517,3.740865231,-94.14221954,1.3453
SKMES1_LUNG,SK-MES-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","31.6,10.9,3.41,-4.3,6.50,-13,-63,-102","1.58,11.3,2.91,9.16,4.72,1.90,10.9,.0093",8,Sigmoid,2.085588217,1.964178443,-102.1906967,1.921
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SK-MM-2,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","11.5,6.75,5.69,-7.9,-12,-7.2,-23,-55",".68,3.04,9.36,4.86,.61,18.0,3.07,8.93",8,Sigmoid,8.797330528,8,-49.56138611,1.0993
SKNAS_AUTONOMIC_GANGLIA,SK-N-AS,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","3.97,-1.9,-9.5,4.55,-1.3,-23,-35,-64","1.41,2.48,7.86,11.9,8.37,.24,5.30,18.9",8,Sigmoid,1.478189945,8,-49.69781113,1.1907
SKNBE2_AUTONOMIC_GANGLIA,SK-N-BE(2),AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","12.9,1.46,3.18,26.5,-18,-46,-31,-58","4.86,14.2,23.7,30.8,7.70,10.7,2.93,.67",8,Sigmoid,0.254474223,8,-45.04066467,1.5323
SKNDZ_AUTONOMIC_GANGLIA,SK-N-DZ,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","1.75,-.87,-7.6,4.46,-12,-34,-67,-81","6.49,7.34,1.40,3.67,.59,19.0,15.5,8.98",8,Sigmoid,1.019748926,1.299999714,-80.75289154,1.9651
SKNFI_AUTONOMIC_GANGLIA,SK-N-FI,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.3,33.8,5.15,-3.2,-24,38.8,-66,-85","19.0,3.46,54.9,12.4,64.9,45.5,6.83,6.49",8,Linear,NA,0.164886089,-89.88342285,2.0128
SKNSH_AUTONOMIC_GANGLIA,SK-N-SH,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","4.60,-4.4,-2.8,-15,-36,-57,-61,-99","22.2,5.42,23.5,18.5,16.4,6.68,4.03,1.61",8,Sigmoid,8.507404412,0.850266755,-96.36320496,2.7443
SKOV3_OVARY,SK-OV-3,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8",".27,10.8,-5.5,8.87,-11,-14,-26,-35","5.38,12.3,9.16,14.6,6.20,18.9,4.69,26.6",8,Sigmoid,1.032599807,5.594051361,-52.67931747,0.5344
SNGM_ENDOMETRIUM,SNG-M,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","5.25,7.66,2.18,7.82,4.61,-6.5,-12,-30","7.34,3.20,4.12,8.04,6.83,3.72,2.44,2.58",8,Sigmoid,8.03661028,8,-29.24481583,0.497
